task_id,episode_cluster_id,source_class,window_type,date_from,date_to,reviewer_1,reviewer_2,search_scope_checked,requested_dates_checked,geography_checked,family_audit_checked,coverage_decision,adjudication_status,review_notes,review_action,current_capture_count,selected_file_count,manual_pdf_count,document_review_ids,representative_relative_path
E031_IUA_JWC_LMA_onset,E031,IUA_JWC_LMA,onset,2024-02-28,2024-03-13,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: the selected current JWLA-034 circular is dated 2026-07-29 and does not substantiate historical listed-area coverage for this window.",Coverage review complete,Use allowed coverage decision,3,0,RV-585CFC4A9CA4,E031/IUA_JWC_LMA/onset/automated_pending/E031_IUA_JWC_LMA_onset__page-1/20260913T211755097365Z_sj2sl9_h/documents/E031_IUA_JWC_LMA_onset__page-1__document-864b57ce0f.pdf
E031_GARD_pre_onset,E031,GARD,pre_onset,2024-01-29,2024-02-27,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,45,0,"RV-D11A04058527, RV-2F011AC5CE80, RV-DA18241A8EBD, RV-79C4A2700C88",E031/GARD/pre_onset/automated_pending/E031_GARD_pre_onset__sitemap/20260914T000933229683Z_ysbhmlqo/E031_GARD_pre_onset__sitemap__part-1.xml
E031_GARD_onset,E031,GARD,onset,2024-02-28,2024-03-13,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,37,0,RV-BE3C8E2FC4FA,E031/GARD/onset/automated_pending/E031_GARD_onset__sitemap/20260914T001935750712Z_lipt4rf8/E031_GARD_onset__sitemap__part-1.xml
E032_MARAD_pre_onset,E032,MARAD,pre_onset,2024-08-08,2024-09-06,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,10,0,,E032/MARAD/pre_onset/automated_pending/E032_MARAD_pre_onset__Arabian-Gulf/20260913T211547286276Z_0zh0y452/E032_MARAD_pre_onset__Arabian-Gulf.html
E032_MARAD_onset,E032,MARAD,onset,2024-09-07,2024-09-21,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,10,0,,E032/MARAD/onset/automated_pending/E032_MARAD_onset__Arabian-Gulf/20260913T211607587625Z_eyve5s5k/E032_MARAD_onset__Arabian-Gulf.html
E032_UKMTO_WARNING_pre_onset,E032,UKMTO_WARNING,pre_onset,2024-08-08,2024-09-06,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: no selected local file is linked to this task. The recorded completion requires supporting evidence; missing files are not a verified zero.",Coverage review complete,Use allowed coverage decision,0,0,,
E032_UKMTO_WARNING_onset,E032,UKMTO_WARNING,onset,2024-09-07,2024-09-21,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: no selected local file is linked to this task. The recorded completion requires supporting evidence; missing files are not a verified zero.",Coverage review complete,Use allowed coverage decision,0,0,,
E032_UKMTO_ADVISORY_pre_onset,E032,UKMTO_ADVISORY,pre_onset,2024-08-08,2024-09-06,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: no selected local file is linked to this task. The recorded completion requires supporting evidence; missing files are not a verified zero.",Coverage review complete,Use allowed coverage decision,0,0,,
E032_UKMTO_ADVISORY_onset,E032,UKMTO_ADVISORY,onset,2024-09-07,2024-09-21,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: no selected local file is linked to this task. The recorded completion requires supporting evidence; missing files are not a verified zero.",Coverage review complete,Use allowed coverage decision,0,0,,
E032_IUA_JWC_LMA_pre_onset,E032,IUA_JWC_LMA,pre_onset,2024-08-08,2024-09-06,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: the selected current JWLA-034 circular is dated 2026-07-29 and does not substantiate historical listed-area coverage for this window.",Coverage review complete,Use allowed coverage decision,3,0,RV-8FF51CBBB9A6,E032/IUA_JWC_LMA/pre_onset/automated_pending/E032_IUA_JWC_LMA_pre_onset__page-1/20260913T211801541923Z_rhbp66j5/documents/E032_IUA_JWC_LMA_pre_onset__page-1__document-864b57ce0f.pdf
E032_IUA_JWC_LMA_onset,E032,IUA_JWC_LMA,onset,2024-09-07,2024-09-21,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: the selected current JWLA-034 circular is dated 2026-07-29 and does not substantiate historical listed-area coverage for this window.",Coverage review complete,Use allowed coverage decision,3,0,RV-02856CEFE302,E032/IUA_JWC_LMA/onset/automated_pending/E032_IUA_JWC_LMA_onset__page-1/20260913T211807967453Z_w_txfcq2/documents/E032_IUA_JWC_LMA_onset__page-1__document-864b57ce0f.pdf
E032_GARD_pre_onset,E032,GARD,pre_onset,2024-08-08,2024-09-06,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,35,0,,E032/GARD/pre_onset/automated_pending/E032_GARD_pre_onset__sitemap/20260914T002936254085Z_kohar45j/E032_GARD_pre_onset__sitemap__part-1.xml
E032_GARD_onset,E032,GARD,onset,2024-09-07,2024-09-21,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,35,0,,E032/GARD/onset/automated_pending/E032_GARD_onset__sitemap/20260914T003940386244Z_ajc8idut/E032_GARD_onset__sitemap__part-1.xml
E047_MARAD_pre_onset,E047,MARAD,pre_onset,2025-10-17,2025-11-15,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,10,0,,E047/MARAD/pre_onset/automated_pending/E047_MARAD_pre_onset__Arabian-Gulf/20260913T211628206515Z_gld0dxro/E047_MARAD_pre_onset__Arabian-Gulf.html
E047_MARAD_onset,E047,MARAD,onset,2025-11-16,2025-11-30,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,10,0,,E047/MARAD/onset/automated_pending/E047_MARAD_onset__Arabian-Gulf/20260913T211647836070Z_wb8xdzpx/E047_MARAD_onset__Arabian-Gulf.html
E047_UKMTO_WARNING_pre_onset,E047,UKMTO_WARNING,pre_onset,2025-10-17,2025-11-15,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: no selected local file is linked to this task. The recorded completion requires supporting evidence; missing files are not a verified zero.",Coverage review complete,Use allowed coverage decision,0,0,,
E047_UKMTO_WARNING_onset,E047,UKMTO_WARNING,onset,2025-11-16,2025-11-30,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: no selected local file is linked to this task. The recorded completion requires supporting evidence; missing files are not a verified zero.",Coverage review complete,Use allowed coverage decision,0,0,,
E047_UKMTO_ADVISORY_pre_onset,E047,UKMTO_ADVISORY,pre_onset,2025-10-17,2025-11-15,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: no selected local file is linked to this task. The recorded completion requires supporting evidence; missing files are not a verified zero.",Coverage review complete,Use allowed coverage decision,0,0,,
E047_UKMTO_ADVISORY_onset,E047,UKMTO_ADVISORY,onset,2025-11-16,2025-11-30,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: no selected local file is linked to this task. The recorded completion requires supporting evidence; missing files are not a verified zero.",Coverage review complete,Use allowed coverage decision,0,0,,
E047_IUA_JWC_LMA_pre_onset,E047,IUA_JWC_LMA,pre_onset,2025-10-17,2025-11-15,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: the selected current JWLA-034 circular is dated 2026-07-29 and does not substantiate historical listed-area coverage for this window.",Coverage review complete,Use allowed coverage decision,3,0,RV-9A2FDDB5C9DB,E047/IUA_JWC_LMA/pre_onset/automated_pending/E047_IUA_JWC_LMA_pre_onset__page-1/20260913T211814436490Z_y4aa2564/documents/E047_IUA_JWC_LMA_pre_onset__page-1__document-864b57ce0f.pdf
E047_IUA_JWC_LMA_onset,E047,IUA_JWC_LMA,onset,2025-11-16,2025-11-30,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Retained technical limitation: the selected current JWLA-034 circular is dated 2026-07-29 and does not substantiate historical listed-area coverage for this window.",Coverage review complete,Use allowed coverage decision,3,0,RV-14EA66400638,E047/IUA_JWC_LMA/onset/automated_pending/E047_IUA_JWC_LMA_onset__page-1/20260913T211820994223Z_nyruj3g1/documents/E047_IUA_JWC_LMA_onset__page-1__document-864b57ce0f.pdf
E047_GARD_pre_onset,E047,GARD,pre_onset,2025-10-17,2025-11-15,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,37,0,RV-C9ED55786169,E047/GARD/pre_onset/automated_pending/E047_GARD_pre_onset__sitemap/20260914T004940422181Z_ugict17u/E047_GARD_pre_onset__sitemap__part-1.xml
E047_GARD_onset,E047,GARD,onset,2025-11-16,2025-11-30,R1,R2,yes,yes,yes,yes,complete_with_relevant_records,accepted,"R1/R2 recorded scope, requested-date, geography and family checks as yes. Coverage decision: complete_with_relevant_records. Sign-off: accepted. Capture counts and recorded checks alone do not verify historical publication availability or the number of independent signal families. Apply Document_Review eligibility checks before export.",Coverage review complete,Use allowed coverage decision,35,0,,E047/GARD/onset/automated_pending/E047_GARD_onset__sitemap/20260914T005931415029Z_fglih1g4/E047_GARD_onset__sitemap__part-1.xml
